func_code,assignment_id,func_name,description,test,correct,normalized,representative,user,repair,submission_id,repair_correctness
"def search(x, seq):
    for i in seq:
        if len(seq) == 0:
	        return 0
        elif x <= i:
            return seq.index(i)
        elif x > max(seq):
            return len(seq)
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[For(target=Name(id='x_2', ctx=Store()), iter=Name(id='x_1', ctx=Load()), body=[If(test=Compare(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), ops=[Eq()], comparators=[Constant(value=0)]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[LtE()], comparators=[Name(id='x_2', ctx=Load())]), body=[Return(value=Call(func=Attribute(value=Name(id='x_1', ctx=Load()), attr='index', ctx=Load()), args=[Name(id='x_2', ctx=Load())], keywords=[]))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Call(func=Name(id='max', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[])])])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    for i in seq:
        if len(seq) == 0:
	        return 0
        elif x <= i:
            return seq.index(i)
        elif x > max(seq):
            return len(seq)
",,"def search(x, seq):
    A = False
    for i in range(len(seq)):
        if x <= seq[i]:
            if A:
                0
            return i
        elif A:
            0
    return len(seq)",829,True
"def search(x, seq):
    if type(seq) == tuple:
        seq = list(seq)
        seq.append(x)
        sorted(seq)
        seq.index(x)
        
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Call(func=Name(id='type', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), ops=[Eq()], comparators=[Name(id='tuple', ctx=Load())]), body=[Assign(targets=[Name(id='x_1', ctx=Store())], value=Call(func=Name(id='list', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])), Expr(value=Call(func=Attribute(value=Name(id='x_1', ctx=Load()), attr='append', ctx=Load()), args=[Name(id='x_0', ctx=Load())], keywords=[])), Expr(value=Call(func=Name(id='sorted', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])), Expr(value=Call(func=Attribute(value=Name(id='x_1', ctx=Load()), attr='index', ctx=Load()), args=[Name(id='x_0', ctx=Load())], keywords=[]))], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    if type(seq) == tuple:
        seq = list(seq)
        seq.append(x)
        sorted(seq)
        seq.index(x)
        
",,"def search(x, seq):
    for i in range(len(seq)):
        if True:
            0
        if x <= seq[i]:
            return i
        else:
            0
    return len(seq)",830,True
"def search(x, seq):
    if type(seq) == tuple:
        seq = list(seq)
        seq.append(x)
        sorted(seq)
        return seq.index(x)
        
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Call(func=Name(id='type', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), ops=[Eq()], comparators=[Name(id='tuple', ctx=Load())]), body=[Assign(targets=[Name(id='x_1', ctx=Store())], value=Call(func=Name(id='list', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])), Expr(value=Call(func=Attribute(value=Name(id='x_1', ctx=Load()), attr='append', ctx=Load()), args=[Name(id='x_0', ctx=Load())], keywords=[])), Expr(value=Call(func=Name(id='sorted', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])), Return(value=Call(func=Attribute(value=Name(id='x_1', ctx=Load()), attr='index', ctx=Load()), args=[Name(id='x_0', ctx=Load())], keywords=[]))], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    if type(seq) == tuple:
        seq = list(seq)
        seq.append(x)
        sorted(seq)
        return seq.index(x)
        
",,"def search(x, seq):
    for i in range(len(seq)):
        if True:
            0
        if x <= seq[i]:
            return i
        else:
            0
    return len(seq)",831,True
"def search(x, seq):
    if type(seq) == tuple:
        seq = list(seq)
        seq.append(x)
        sorted(seq)
        return seq.index(x)
        
    elif type(seq) == list:
        seq.append(x)
        sorted(seq)
        return seq.index(x)
        
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Call(func=Name(id='type', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), ops=[Eq()], comparators=[Name(id='tuple', ctx=Load())]), body=[Assign(targets=[Name(id='x_1', ctx=Store())], value=Call(func=Name(id='list', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])), Expr(value=Call(func=Attribute(value=Name(id='x_1', ctx=Load()), attr='append', ctx=Load()), args=[Name(id='x_0', ctx=Load())], keywords=[])), Expr(value=Call(func=Name(id='sorted', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])), Return(value=Call(func=Attribute(value=Name(id='x_1', ctx=Load()), attr='index', ctx=Load()), args=[Name(id='x_0', ctx=Load())], keywords=[]))], orelse=[If(test=Compare(left=Call(func=Name(id='type', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), ops=[Eq()], comparators=[Name(id='list', ctx=Load())]), body=[Expr(value=Call(func=Attribute(value=Name(id='x_1', ctx=Load()), attr='append', ctx=Load()), args=[Name(id='x_0', ctx=Load())], keywords=[])), Expr(value=Call(func=Name(id='sorted', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])), Return(value=Call(func=Attribute(value=Name(id='x_1', ctx=Load()), attr='index', ctx=Load()), args=[Name(id='x_0', ctx=Load())], keywords=[]))], orelse=[])])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    if type(seq) == tuple:
        seq = list(seq)
        seq.append(x)
        sorted(seq)
        return seq.index(x)
        
    elif type(seq) == list:
        seq.append(x)
        sorted(seq)
        return seq.index(x)
        
",,"def search(x, seq):
    for i in range(len(seq)):
        if False:
            0
        if x <= seq[i]:
            return i
        elif True:
            0
    return len(seq)",832,True
"def search(x, seq):
    for i in range(0,len(seq)):
        if x<seq[i]:
            return print(i)
        else:
            return print(len(seq))
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[For(target=Name(id='x_2', ctx=Store()), iter=Call(func=Name(id='range', ctx=Load()), args=[Constant(value=0), Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])], keywords=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load())]), body=[Return(value=Call(func=Name(id='print', ctx=Load()), args=[Name(id='x_2', ctx=Load())], keywords=[]))], orelse=[Return(value=Call(func=Name(id='print', ctx=Load()), args=[Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])], keywords=[]))])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    for i in range(0,len(seq)):
        if x<seq[i]:
            return print(i)
        else:
            return print(len(seq))
",,"def search(x, seq):
    for i in range(len(seq)):
        if x <= seq[i]:
            return i
        else:
            0
    return len(seq)",833,True
"def search(x, seq):
    for i in range(0,len(seq)):
        if x<seq[i]:
            return i
            break
        elif x==seq[i]:
            return i
            break
        elif x>seq[len(seq)-1]:
            return len(seq)
            break
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[For(target=Name(id='x_2', ctx=Store()), iter=Call(func=Name(id='range', ctx=Load()), args=[Constant(value=0), Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])], keywords=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load())), Break()], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Eq()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load())), Break()], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1)), ctx=Load())]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])), Break()], orelse=[])])])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    for i in range(0,len(seq)):
        if x<seq[i]:
            return i
            break
        elif x==seq[i]:
            return i
            break
        elif x>seq[len(seq)-1]:
            return len(seq)
            break
",,"def search(x, seq):
    A = False
    for i in range(len(seq)):
        if x <= seq[i]:
            if A:
                0
            return i
        elif A:
            0
    return len(seq)",834,True
"def search(x, seq):
    for i, elem in enumerate(seq):
        if x == elem:
            return i
        elif x < elem:
            return i
        elif x > seq[-1]:
            return len(seq)
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[For(target=Tuple(elts=[Name(id='x_2', ctx=Store()), Name(id='x_3', ctx=Store())], ctx=Store()), iter=Call(func=Name(id='enumerate', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Eq()], comparators=[Name(id='x_3', ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Name(id='x_3', ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=UnaryOp(op=USub(), operand=Constant(value=1)), ctx=Load())]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[])])])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    for i, elem in enumerate(seq):
        if x == elem:
            return i
        elif x < elem:
            return i
        elif x > seq[-1]:
            return len(seq)
",,"def search(x, seq):
    for i in range(len(seq)):
        if True:
            0
        elif False:
            0
        if x <= seq[i]:
            return i
    return len(seq)",835,True
"def search(x, seq):
    for i in range(0,len(seq)):
        if len(seq)==0:
            return 0
        elif x<seq[i]:
            return i
        elif x==seq[i]:
            return i
        elif x>seq[len(seq)-1]:
            return len(seq)
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[For(target=Name(id='x_2', ctx=Store()), iter=Call(func=Name(id='range', ctx=Load()), args=[Constant(value=0), Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])], keywords=[]), body=[If(test=Compare(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), ops=[Eq()], comparators=[Constant(value=0)]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Eq()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1)), ctx=Load())]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[])])])])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    for i in range(0,len(seq)):
        if len(seq)==0:
            return 0
        elif x<seq[i]:
            return i
        elif x==seq[i]:
            return i
        elif x>seq[len(seq)-1]:
            return len(seq)
",,"def search(x, seq):
    for i in range(len(seq)):
        if x <= seq[i]:
            return i
        elif True:
            0
    if False:
        0
    return len(seq)",836,True
"def search(x, seq):
    for i, elem in enumerate(seq):
        if seq == ():
            return 0
        elif x == elem:
            return i
        elif x < elem:
            return i
        elif x > seq[-1]:
            return len(seq)
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[For(target=Tuple(elts=[Name(id='x_2', ctx=Store()), Name(id='x_3', ctx=Store())], ctx=Store()), iter=Call(func=Name(id='enumerate', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), body=[If(test=Compare(left=Name(id='x_1', ctx=Load()), ops=[Eq()], comparators=[Tuple(elts=[], ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Eq()], comparators=[Name(id='x_3', ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Name(id='x_3', ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=UnaryOp(op=USub(), operand=Constant(value=1)), ctx=Load())]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[])])])])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    for i, elem in enumerate(seq):
        if seq == ():
            return 0
        elif x == elem:
            return i
        elif x < elem:
            return i
        elif x > seq[-1]:
            return len(seq)
",,"def search(x, seq):
    for i in range(len(seq)):
        if x <= seq[i]:
            return i
        elif True:
            0
    if False:
        0
    return len(seq)",837,True
"def search(x, seq):
    for i in range(0,len(seq)):
        if len(seq)==0:
            return False
        elif x<seq[i]:
            return i
        elif x==seq[i]:
            return i
        elif x>seq[len(seq)-1]:
            return len(seq)
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[For(target=Name(id='x_2', ctx=Store()), iter=Call(func=Name(id='range', ctx=Load()), args=[Constant(value=0), Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])], keywords=[]), body=[If(test=Compare(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), ops=[Eq()], comparators=[Constant(value=0)]), body=[Return(value=Constant(value=False))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Eq()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1)), ctx=Load())]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[])])])])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    for i in range(0,len(seq)):
        if len(seq)==0:
            return False
        elif x<seq[i]:
            return i
        elif x==seq[i]:
            return i
        elif x>seq[len(seq)-1]:
            return len(seq)
",,"def search(x, seq):
    for i in range(len(seq)):
        if x <= seq[i]:
            return i
        elif True:
            0
    if False:
        0
    return len(seq)",838,True
"def search(x, seq):
    if seq == ():
        return 0
    for i, elem in enumerate(seq):
        if x == elem:
            return i
        elif x < elem:
            return i
        elif x > seq[-1]:
            return len(seq)
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Name(id='x_1', ctx=Load()), ops=[Eq()], comparators=[Tuple(elts=[], ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[]), For(target=Tuple(elts=[Name(id='x_2', ctx=Store()), Name(id='x_3', ctx=Store())], ctx=Store()), iter=Call(func=Name(id='enumerate', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Eq()], comparators=[Name(id='x_3', ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Name(id='x_3', ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=UnaryOp(op=USub(), operand=Constant(value=1)), ctx=Load())]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[])])])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    if seq == ():
        return 0
    for i, elem in enumerate(seq):
        if x == elem:
            return i
        elif x < elem:
            return i
        elif x > seq[-1]:
            return len(seq)
",,"def search(x, seq):
    for i in range(len(seq)):
        if x <= seq[i]:
            if True:
                return i
    return len(seq)",839,True
"def search(x, seq):
    for i in range(len(seq)):
        if x<= seq[i]:
            a=i
            break
        elif x> seq[len(seq)-1]:
            a=len(seq)
    return a
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[For(target=Name(id='x_2', ctx=Store()), iter=Call(func=Name(id='range', ctx=Load()), args=[Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])], keywords=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[LtE()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load())]), body=[Assign(targets=[Name(id='x_3', ctx=Store())], value=Name(id='x_2', ctx=Load())), Break()], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1)), ctx=Load())]), body=[Assign(targets=[Name(id='x_3', ctx=Store())], value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[])])], orelse=[]), Return(value=Name(id='x_3', ctx=Load()))], decorator_list=[])], type_ignores=[])","def search(x, seq):
    for i in range(len(seq)):
        if x<= seq[i]:
            a=i
            break
        elif x> seq[len(seq)-1]:
            a=len(seq)
    return a
",,"def search(x, seq):
    for i in range(len(seq)):
        if x <= seq[i]:
            return i
        elif False:
            0
    return len(seq)",841,True
