func_code,assignment_id,func_name,description,test,correct,user,academic_year,normalized,representative,repair,submission_id,repair_correctness
"def count_letters(n, word):
    if len(word) == 0:
        return 0
    if word[0] == n:
        count = 1
    else:
        return count + count_letters(n, word[1:])",count_letters,count_letters,Return the number of lettres in a string.,assert count_letters('')==0 and count_letters('0')==1 and count_letters('##')==2 and count_letters('t')==1 and count_letters('fqfseqfseqsse')==13,False,f734d662-6b82-46af-93a9-92b490e12476,2017.0,"Module(body=[FunctionDef(name='count_letters', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), ops=[Eq()], comparators=[Constant(value=0)]), body=[Return(value=Constant(value=0))], orelse=[]), If(test=Compare(left=Subscript(value=Name(id='x_1', ctx=Load()), slice=Constant(value=0), ctx=Load()), ops=[Eq()], comparators=[Name(id='x_0', ctx=Load())]), body=[Assign(targets=[Name(id='x_2', ctx=Store())], value=Constant(value=1))], orelse=[Return(value=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Call(func=Name(id='count_letters', ctx=Load()), args=[Name(id='x_0', ctx=Load()), Subscript(value=Name(id='x_1', ctx=Load()), slice=Slice(lower=Constant(value=1)), ctx=Load())], keywords=[])))])], decorator_list=[])], type_ignores=[])","def count_letters(n, word):
    if len(word) == 0:
        return 0
    if word[0] == n:
        count = 1
    else:
        return count + count_letters(n, word[1:])","def count_letters(s):
    if len(s) == 0:
        return 0
    if len(s) == 1:
        return 1
    else:
        return 1 + count_letters(s[1:])",10538,True
"def swap_unique_keys_values(d):
    d = list(set(d))
    d = {k: v for k, v in d}
    inv = {v: k for k, v in list(d.items())}
    return d",swap_unique_keys_values,swap_unique_keys_values,Swap the keys of a dictionary with its unique values.,"assert swap_unique_keys_values({})=={} and swap_unique_keys_values({'1': 'a'})=={'a': '1'} and swap_unique_keys_values({'1': 'a', '2': 'b', '3': 'c', '4': 'd'})=={'a': '1', 'b': '2', 'c': '3', 'd': '4'} and swap_unique_keys_values({'1': 'a', '2': 'b', '3': 'a'})=={'b': '2'}",False,8f0fb5da-2965-4add-800c-347702711f78,2017.0,"Module(body=[FunctionDef(name='swap_unique_keys_values', args=arguments(posonlyargs=[], args=[arg(arg='x_0')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[Assign(targets=[Name(id='x_0', ctx=Store())], value=Call(func=Name(id='list', ctx=Load()), args=[Call(func=Name(id='set', ctx=Load()), args=[Name(id='x_0', ctx=Load())], keywords=[])], keywords=[])), Assign(targets=[Name(id='x_0', ctx=Store())], value=DictComp(key=Name(id='k', ctx=Load()), value=Name(id='v', ctx=Load()), generators=[comprehension(target=Tuple(elts=[Name(id='k', ctx=Store()), Name(id='v', ctx=Store())], ctx=Store()), iter=Name(id='x_0', ctx=Load()), ifs=[], is_async=0)])), Assign(targets=[Name(id='x_1', ctx=Store())], value=DictComp(key=Name(id='v', ctx=Load()), value=Name(id='k', ctx=Load()), generators=[comprehension(target=Tuple(elts=[Name(id='k', ctx=Store()), Name(id='v', ctx=Store())], ctx=Store()), iter=Call(func=Name(id='list', ctx=Load()), args=[Call(func=Attribute(value=Name(id='x_0', ctx=Load()), attr='items', ctx=Load()), args=[], keywords=[])], keywords=[]), ifs=[], is_async=0)])), Return(value=Name(id='x_0', ctx=Load()))], decorator_list=[])], type_ignores=[])","def swap_unique_keys_values(d):
    d = list(set(d))
    d = {k: v for k, v in d}
    inv = {v: k for k, v in list(d.items())}
    return d","def swap_unique_keys_values(d):
    values = list(d.values())
    return {v: k for k, v in list(d.items()) if values.count(v) < 2}",10609,True
"def index(str, letter):
    if letter in str:
        i = 0
        while i < len(str):
            if letter == str[i]:
                print(i)
            i = i + 1
    else:
        return '-1'",index_iter,index,"Iteratively search for the position of letter in str, return -1 if it is not there.","assert index('','0')==-1 and index('0','0')==0 and index('11','1')==0",False,9de68f60-663e-4929-b3e2-88948f90a669,2017.0,"Module(body=[FunctionDef(name='index', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Name(id='x_1', ctx=Load()), ops=[In()], comparators=[Name(id='x_0', ctx=Load())]), body=[Assign(targets=[Name(id='x_2', ctx=Store())], value=Constant(value=0)), While(test=Compare(left=Name(id='x_2', ctx=Load()), ops=[Lt()], comparators=[Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_0', ctx=Load())], keywords=[])]), body=[If(test=Compare(left=Name(id='x_1', ctx=Load()), ops=[Eq()], comparators=[Subscript(value=Name(id='x_0', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load())]), body=[Expr(value=Call(func=Name(id='print', ctx=Load()), args=[Name(id='x_2', ctx=Load())], keywords=[]))], orelse=[]), Assign(targets=[Name(id='x_2', ctx=Store())], value=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[])], orelse=[Return(value=Constant(value='-1'))])], decorator_list=[])], type_ignores=[])","def index(str, letter):
    if letter in str:
        i = 0
        while i < len(str):
            if letter == str[i]:
                print(i)
            i = i + 1
    else:
        return '-1'","def index(string, letter):
    if True:
        i = 0
        while i < len(string):
            if letter == string[i]:
                return i
            i += 1
        return -1
    else:
        0",10612,True
"def swap_unique_keys_values(x):
    sorx = sorted(x.items, reverse=True)
    x1 = {}
    x2 = {}
    for keys, values in sorx:
        if v not in x1:
            x1[values] = keys
        else:
            x1[v] = 'N'
    sorx2 = sorted(list(x1.items()), revers=True)
    for keys, values in sorx2:
        if v != sorx2:
            x2[keys] = values
    return x2",swap_unique_keys_values,swap_unique_keys_values,Swap the keys of a dictionary with its unique values.,"assert swap_unique_keys_values({})=={} and swap_unique_keys_values({'1': 'a'})=={'a': '1'} and swap_unique_keys_values({'1': 'a', '2': 'b', '3': 'c', '4': 'd'})=={'a': '1', 'b': '2', 'c': '3', 'd': '4'} and swap_unique_keys_values({'1': 'a', '2': 'b', '3': 'a'})=={'b': '2'}",False,c0d569cd-4374-4e65-8e98-e814031fb3ca,2017.0,"Module(body=[FunctionDef(name='swap_unique_keys_values', args=arguments(posonlyargs=[], args=[arg(arg='x_0')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[Assign(targets=[Name(id='x_1', ctx=Store())], value=Call(func=Name(id='sorted', ctx=Load()), args=[Attribute(value=Name(id='x_0', ctx=Load()), attr='items', ctx=Load())], keywords=[keyword(arg='reverse', value=Constant(value=True))])), Assign(targets=[Name(id='x_2', ctx=Store())], value=Dict(keys=[], values=[])), Assign(targets=[Name(id='x_3', ctx=Store())], value=Dict(keys=[], values=[])), For(target=Tuple(elts=[Name(id='x_4', ctx=Store()), Name(id='x_5', ctx=Store())], ctx=Store()), iter=Name(id='x_1', ctx=Load()), body=[If(test=Compare(left=Name(id='v', ctx=Load()), ops=[NotIn()], comparators=[Name(id='x_2', ctx=Load())]), body=[Assign(targets=[Subscript(value=Name(id='x_2', ctx=Load()), slice=Name(id='x_5', ctx=Load()), ctx=Store())], value=Name(id='x_4', ctx=Load()))], orelse=[Assign(targets=[Subscript(value=Name(id='x_2', ctx=Load()), slice=Name(id='v', ctx=Load()), ctx=Store())], value=Constant(value='N'))])], orelse=[]), Assign(targets=[Name(id='x_6', ctx=Store())], value=Call(func=Name(id='sorted', ctx=Load()), args=[Call(func=Name(id='list', ctx=Load()), args=[Call(func=Attribute(value=Name(id='x_2', ctx=Load()), attr='items', ctx=Load()), args=[], keywords=[])], keywords=[])], keywords=[keyword(arg='revers', value=Constant(value=True))])), For(target=Tuple(elts=[Name(id='x_4', ctx=Store()), Name(id='x_5', ctx=Store())], ctx=Store()), iter=Name(id='x_6', ctx=Load()), body=[If(test=Compare(left=Name(id='v', ctx=Load()), ops=[NotEq()], comparators=[Name(id='x_6', ctx=Load())]), body=[Assign(targets=[Subscript(value=Name(id='x_3', ctx=Load()), slice=Name(id='x_4', ctx=Load()), ctx=Store())], value=Name(id='x_5', ctx=Load()))], orelse=[])], orelse=[]), Return(value=Name(id='x_3', ctx=Load()))], decorator_list=[])], type_ignores=[])","def swap_unique_keys_values(x):
    sorx = sorted(x.items, reverse=True)
    x1 = {}
    x2 = {}
    for keys, values in sorx:
        if v not in x1:
            x1[values] = keys
        else:
            x1[v] = 'N'
    sorx2 = sorted(list(x1.items()), revers=True)
    for keys, values in sorx2:
        if v != sorx2:
            x2[keys] = values
    return x2","def swap_unique_keys_values(d):
    a = [v for k, v in list(d.items())]
    for i in a:
        if 1 < a.count(i):
            a = [j for j in a if j != i]
        else:
            0
    e = {}
    for k, v in list(d.items()):
        if v in a:
            e[v] = k
    return e",10665,True
"def index(str, letter):
    if letter in str:
        return str[letter]
    else:
        return -1",index_iter,index,"Iteratively search for the position of letter in str, return -1 if it is not there.","assert index('','0')==-1 and index('0','0')==0 and index('11','1')==0",False,e5dedf13-336d-484f-81bc-d7898f0f002e,2017.0,"Module(body=[FunctionDef(name='index', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Name(id='x_1', ctx=Load()), ops=[In()], comparators=[Name(id='x_0', ctx=Load())]), body=[Return(value=Subscript(value=Name(id='x_0', ctx=Load()), slice=Name(id='x_1', ctx=Load()), ctx=Load()))], orelse=[Return(value=UnaryOp(op=USub(), operand=Constant(value=1)))])], decorator_list=[])], type_ignores=[])","def index(str, letter):
    if letter in str:
        return str[letter]
    else:
        return -1","def index(s, letter):
    if letter in s:
        return s.index(letter)
    else:
        return -1",10672,True
"def sumup(n):
    if int(n) == 0:
        return '0'
    else:
        return int(n(n + 1) / 2)",sumup,sumup,Return the sum of all integers up to n.,assert sumup(0)==0 and sumup(1)==1 and sumup(2)==3 and sumup(10)==55 and sumup(27)==378,False,0412928d-97c6-46f2-980b-7d98214b9765,2017.0,"Module(body=[FunctionDef(name='sumup', args=arguments(posonlyargs=[], args=[arg(arg='x_0')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Call(func=Name(id='int', ctx=Load()), args=[Name(id='x_0', ctx=Load())], keywords=[]), ops=[Eq()], comparators=[Constant(value=0)]), body=[Return(value=Constant(value='0'))], orelse=[Return(value=Call(func=Name(id='int', ctx=Load()), args=[BinOp(left=Call(func=Name(id='x_0', ctx=Load()), args=[BinOp(left=Name(id='x_0', ctx=Load()), op=Add(), right=Constant(value=1))], keywords=[]), op=Div(), right=Constant(value=2))], keywords=[]))])], decorator_list=[])], type_ignores=[])","def sumup(n):
    if int(n) == 0:
        return '0'
    else:
        return int(n(n + 1) / 2)","def sumup(n):
    if n < 2:
        return n
    else:
        sum_to_n = sumup(n - 1)
        return n + sum_to_n",10683,True
"def union(x, y):
    answer = []
    check = {}
    i = 0
    while i < len(x):
        if not x[i] in check:
            answer.append(x[i])
            check[x[i]] = True
        elif not y[i] in check:
            answer.append(y[i])
            check[y[i]] = True
        i = i + 1",union,union,Merge two lists into a single one.,"assert union([],[])==[] and union([25785],[25785])==[25785] and union([-90, 21135, 29310, -8059, 7114, -90, -5808, 1333, -18691, 7, -19450, 67745575129021321678860432754396203799, -9288, -161403197171354040520992237328119268342, 49, 120528818203287557, 133011337445419463191476642795673848676, 11952, 11996],[5, -9316, 7379237229304681733])==[-90, 21135, 29310, -8059, 7114, -5808, 1333, -18691, 7, -19450, 67745575129021321678860432754396203799, -9288, -161403197171354040520992237328119268342, 49, 120528818203287557, 133011337445419463191476642795673848676, 11952, 11996, 5, -9316, 7379237229304681733]",False,e44b26cb-9ae2-4852-8e5e-b3d0f2b1ec60,2017.0,"Module(body=[FunctionDef(name='union', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[Assign(targets=[Name(id='x_2', ctx=Store())], value=List(elts=[], ctx=Load())), Assign(targets=[Name(id='x_3', ctx=Store())], value=Dict(keys=[], values=[])), Assign(targets=[Name(id='x_4', ctx=Store())], value=Constant(value=0)), While(test=Compare(left=Name(id='x_4', ctx=Load()), ops=[Lt()], comparators=[Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_0', ctx=Load())], keywords=[])]), body=[If(test=UnaryOp(op=Not(), operand=Compare(left=Subscript(value=Name(id='x_0', ctx=Load()), slice=Name(id='x_4', ctx=Load()), ctx=Load()), ops=[In()], comparators=[Name(id='x_3', ctx=Load())])), body=[Expr(value=Call(func=Attribute(value=Name(id='x_2', ctx=Load()), attr='append', ctx=Load()), args=[Subscript(value=Name(id='x_0', ctx=Load()), slice=Name(id='x_4', ctx=Load()), ctx=Load())], keywords=[])), Assign(targets=[Subscript(value=Name(id='x_3', ctx=Load()), slice=Subscript(value=Name(id='x_0', ctx=Load()), slice=Name(id='x_4', ctx=Load()), ctx=Load()), ctx=Store())], value=Constant(value=True))], orelse=[If(test=UnaryOp(op=Not(), operand=Compare(left=Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_4', ctx=Load()), ctx=Load()), ops=[In()], comparators=[Name(id='x_3', ctx=Load())])), body=[Expr(value=Call(func=Attribute(value=Name(id='x_2', ctx=Load()), attr='append', ctx=Load()), args=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_4', ctx=Load()), ctx=Load())], keywords=[])), Assign(targets=[Subscript(value=Name(id='x_3', ctx=Load()), slice=Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_4', ctx=Load()), ctx=Load()), ctx=Store())], value=Constant(value=True))], orelse=[])]), Assign(targets=[Name(id='x_4', ctx=Store())], value=BinOp(left=Name(id='x_4', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[])], decorator_list=[])], type_ignores=[])","def union(x, y):
    answer = []
    check = {}
    i = 0
    while i < len(x):
        if not x[i] in check:
            answer.append(x[i])
            check[x[i]] = True
        elif not y[i] in check:
            answer.append(y[i])
            check[y[i]] = True
        i = i + 1","def union(a, b):
    a = a + b
    seen = {}
    c = []
    i = 0
    while i < len(a):
        if a[i] not in seen:
            c.append(a[i])
            seen[a[i]] = True
        elif False:
            0
        i = i + 1
    return c",10684,True
"def swap_keys_values(dic):
    d = []
    for key in dic:
        value = d[key]
        d[value] = key
    return d",swap_keys_values,swap_keys_values,Swap the keys of a dictionary with its values.,"assert swap_keys_values({})=={} and swap_keys_values({'1': 'a'})=={'a': '1'} and swap_keys_values({'1': 'a', '2': 'b', '3': 'c', '4': 'd'})=={'a': '1', 'b': '2', 'c': '3', 'd': '4'} and swap_keys_values({'1': 'a', '2': 'b', '3': 'a'})=={'a': '3', 'b': '2'}",False,dcc424e7-96ab-4451-ad16-597d84c13c2e,2017.0,"Module(body=[FunctionDef(name='swap_keys_values', args=arguments(posonlyargs=[], args=[arg(arg='x_0')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[Assign(targets=[Name(id='x_1', ctx=Store())], value=List(elts=[], ctx=Load())), For(target=Name(id='x_2', ctx=Store()), iter=Name(id='x_0', ctx=Load()), body=[Assign(targets=[Name(id='x_3', ctx=Store())], value=Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load())), Assign(targets=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_3', ctx=Load()), ctx=Store())], value=Name(id='x_2', ctx=Load()))], orelse=[]), Return(value=Name(id='x_1', ctx=Load()))], decorator_list=[])], type_ignores=[])","def swap_keys_values(dic):
    d = []
    for key in dic:
        value = d[key]
        d[value] = key
    return d","def swap_keys_values(d):
    swapped_d = {}
    for key in d:
        swapped_d[d[key]] = key
    return swapped_d",10688,True
"def index(str, letter):
    i = 0
    while i < len(str):
        if letter in str[i]:
            return i
            i = i + 1
        else:
            return '-1'",index_iter,index,"Iteratively search for the position of letter in str, return -1 if it is not there.","assert index('','0')==-1 and index('0','0')==0 and index('11','1')==0",False,9413c2ae-94cc-4b45-8180-0919de97fe15,2017.0,"Module(body=[FunctionDef(name='index', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[Assign(targets=[Name(id='x_2', ctx=Store())], value=Constant(value=0)), While(test=Compare(left=Name(id='x_2', ctx=Load()), ops=[Lt()], comparators=[Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_0', ctx=Load())], keywords=[])]), body=[If(test=Compare(left=Name(id='x_1', ctx=Load()), ops=[In()], comparators=[Subscript(value=Name(id='x_0', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load())), Assign(targets=[Name(id='x_2', ctx=Store())], value=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[Return(value=Constant(value='-1'))])], orelse=[])], decorator_list=[])], type_ignores=[])","def index(str, letter):
    i = 0
    while i < len(str):
        if letter in str[i]:
            return i
            i = i + 1
        else:
            return '-1'","def index(str, letter):
    i = 0
    while i < len(str):
        if letter == str[i]:
            return i
        else:
            i = i + 1
    return -1",10716,True
"def union(f1con, f2con):
    union = []
    i = 0
    while i != len(f1con):
        union.append(f1con[i])
        i = i + 1
    i = 0
    while i != len(f2con):
        union.append(f2con[i])
        i = i + 1
    unionorg = {}
    i = 0
    while i != len(union):
        unionorg[union] = True
        i = i + 1
    dups = sorted(list(set(dups)))
    return '/n', unionorg",union,union,Merge two lists into a single one.,"assert union([],[])==[] and union([25785],[25785])==[25785] and union([-90, 21135, 29310, -8059, 7114, -90, -5808, 1333, -18691, 7, -19450, 67745575129021321678860432754396203799, -9288, -161403197171354040520992237328119268342, 49, 120528818203287557, 133011337445419463191476642795673848676, 11952, 11996],[5, -9316, 7379237229304681733])==[-90, 21135, 29310, -8059, 7114, -5808, 1333, -18691, 7, -19450, 67745575129021321678860432754396203799, -9288, -161403197171354040520992237328119268342, 49, 120528818203287557, 133011337445419463191476642795673848676, 11952, 11996, 5, -9316, 7379237229304681733]",False,c601c339-f2b7-4564-a96b-2de852eabb7b,2017.0,"Module(body=[FunctionDef(name='x_2', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[Assign(targets=[Name(id='x_2', ctx=Store())], value=List(elts=[], ctx=Load())), Assign(targets=[Name(id='x_3', ctx=Store())], value=Constant(value=0)), While(test=Compare(left=Name(id='x_3', ctx=Load()), ops=[NotEq()], comparators=[Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_0', ctx=Load())], keywords=[])]), body=[Expr(value=Call(func=Attribute(value=Name(id='x_2', ctx=Load()), attr='append', ctx=Load()), args=[Subscript(value=Name(id='x_0', ctx=Load()), slice=Name(id='x_3', ctx=Load()), ctx=Load())], keywords=[])), Assign(targets=[Name(id='x_3', ctx=Store())], value=BinOp(left=Name(id='x_3', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[]), Assign(targets=[Name(id='x_3', ctx=Store())], value=Constant(value=0)), While(test=Compare(left=Name(id='x_3', ctx=Load()), ops=[NotEq()], comparators=[Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])]), body=[Expr(value=Call(func=Attribute(value=Name(id='x_2', ctx=Load()), attr='append', ctx=Load()), args=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_3', ctx=Load()), ctx=Load())], keywords=[])), Assign(targets=[Name(id='x_3', ctx=Store())], value=BinOp(left=Name(id='x_3', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[]), Assign(targets=[Name(id='x_4', ctx=Store())], value=Dict(keys=[], values=[])), Assign(targets=[Name(id='x_3', ctx=Store())], value=Constant(value=0)), While(test=Compare(left=Name(id='x_3', ctx=Load()), ops=[NotEq()], comparators=[Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_2', ctx=Load())], keywords=[])]), body=[Assign(targets=[Subscript(value=Name(id='x_4', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Store())], value=Constant(value=True)), Assign(targets=[Name(id='x_3', ctx=Store())], value=BinOp(left=Name(id='x_3', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[]), Assign(targets=[Name(id='x_5', ctx=Store())], value=Call(func=Name(id='sorted', ctx=Load()), args=[Call(func=Name(id='list', ctx=Load()), args=[Call(func=Name(id='set', ctx=Load()), args=[Name(id='x_5', ctx=Load())], keywords=[])], keywords=[])], keywords=[])), Return(value=Tuple(elts=[Constant(value='/n'), Name(id='x_4', ctx=Load())], ctx=Load()))], decorator_list=[])], type_ignores=[])","def union(f1con, f2con):
    union = []
    i = 0
    while i != len(f1con):
        union.append(f1con[i])
        i = i + 1
    i = 0
    while i != len(f2con):
        union.append(f2con[i])
        i = i + 1
    unionorg = {}
    i = 0
    while i != len(union):
        unionorg[union] = True
        i = i + 1
    dups = sorted(list(set(dups)))
    return '/n', unionorg","def union(a, b):
    a = a + b
    seen = {}
    c = []
    if True:
        0
    i = 0
    while i < len(a):
        if a[i] not in seen:
            c.append(a[i])
            seen[a[i]] = True
        else:
            0
        i = i + 1
    return c",10837,True
"def union(a, b):
    i = 0
    c = []
    while i < len(c):
        if a[i] not in c:
            c.append(a[i])
        elif c[i] not in c:
            c.append(c[i])
        i = i + 1
    return c",union,union,Merge two lists into a single one.,"assert union([],[])==[] and union([25785],[25785])==[25785] and union([-90, 21135, 29310, -8059, 7114, -90, -5808, 1333, -18691, 7, -19450, 67745575129021321678860432754396203799, -9288, -161403197171354040520992237328119268342, 49, 120528818203287557, 133011337445419463191476642795673848676, 11952, 11996],[5, -9316, 7379237229304681733])==[-90, 21135, 29310, -8059, 7114, -5808, 1333, -18691, 7, -19450, 67745575129021321678860432754396203799, -9288, -161403197171354040520992237328119268342, 49, 120528818203287557, 133011337445419463191476642795673848676, 11952, 11996, 5, -9316, 7379237229304681733]",False,557b99ed-3c48-4070-b887-de4b2d06ac8d,2017.0,"Module(body=[FunctionDef(name='union', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[Assign(targets=[Name(id='x_2', ctx=Store())], value=Constant(value=0)), Assign(targets=[Name(id='x_3', ctx=Store())], value=List(elts=[], ctx=Load())), While(test=Compare(left=Name(id='x_2', ctx=Load()), ops=[Lt()], comparators=[Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_3', ctx=Load())], keywords=[])]), body=[If(test=Compare(left=Subscript(value=Name(id='x_0', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load()), ops=[NotIn()], comparators=[Name(id='x_3', ctx=Load())]), body=[Expr(value=Call(func=Attribute(value=Name(id='x_3', ctx=Load()), attr='append', ctx=Load()), args=[Subscript(value=Name(id='x_0', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load())], keywords=[]))], orelse=[If(test=Compare(left=Subscript(value=Name(id='x_3', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load()), ops=[NotIn()], comparators=[Name(id='x_3', ctx=Load())]), body=[Expr(value=Call(func=Attribute(value=Name(id='x_3', ctx=Load()), attr='append', ctx=Load()), args=[Subscript(value=Name(id='x_3', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load())], keywords=[]))], orelse=[])]), Assign(targets=[Name(id='x_2', ctx=Store())], value=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[]), Return(value=Name(id='x_3', ctx=Load()))], decorator_list=[])], type_ignores=[])","def union(a, b):
    i = 0
    c = []
    while i < len(c):
        if a[i] not in c:
            c.append(a[i])
        elif c[i] not in c:
            c.append(c[i])
        i = i + 1
    return c","def union(a, b):
    a = a + b
    seen = {}
    c = []
    i = 0
    while i < len(a):
        if a[i] not in seen:
            c.append(a[i])
            seen[a[i]] = True
        elif False:
            0
        i = i + 1
    return c",10847,True
"def reverse_list(l):
    if len(l) == 1:
        return l
    else:
        return reverse_list(l[1:]) + l[0]",reverse_recur,reverse_list,Recursively reverse a list of elements.,"assert reverse_list([])==[] and reverse_list([0])==[0] and reverse_list([9650, 12103, -1947378123, -109345868112896702250879906349988323457, 85, -74, -10050, 787, -3])==[-3, 787, -10050, -74, 85, -109345868112896702250879906349988323457, -1947378123, 12103, 9650] and reverse_list([9650, 12103, -1947378123, -109345868112896702250879906349988323457])==[-109345868112896702250879906349988323457, -1947378123, 12103, 9650] and reverse_list([0, 0])==[0, 0] and reverse_list([85, -74, -10050, 787, 9650, 12103, -1947378123, -109345868112896702250879906349988323457, -3])==[-3, -109345868112896702250879906349988323457, -1947378123, 12103, 9650, 787, -10050, -74, 85] and reverse_list([85, -74, -10050, 787, -3, 9650, 12103, -1947378123, -109345868112896702250879906349988323457])==[-109345868112896702250879906349988323457, -1947378123, 12103, 9650, -3, 787, -10050, -74, 85]",False,54e7d279-e8ef-49c1-8aea-de3ac0b230cf,2017.0,"Module(body=[FunctionDef(name='reverse_list', args=arguments(posonlyargs=[], args=[arg(arg='x_0')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_0', ctx=Load())], keywords=[]), ops=[Eq()], comparators=[Constant(value=1)]), body=[Return(value=Name(id='x_0', ctx=Load()))], orelse=[Return(value=BinOp(left=Call(func=Name(id='reverse_list', ctx=Load()), args=[Subscript(value=Name(id='x_0', ctx=Load()), slice=Slice(lower=Constant(value=1)), ctx=Load())], keywords=[]), op=Add(), right=Subscript(value=Name(id='x_0', ctx=Load()), slice=Constant(value=0), ctx=Load())))])], decorator_list=[])], type_ignores=[])","def reverse_list(l):
    if len(l) == 1:
        return l
    else:
        return reverse_list(l[1:]) + l[0]","def reverse_list(l):
    if not l:
        return l
    else:
        temp = reverse_list(l[1:])
        temp.append(l[0])
        return temp",10848,True
